rcsb_id,lig_3letter,lig_name,smiles
4XYA,43S,6-(5-bromo-1-benzofuran-7-yl)-9H-purin-2-amine,c1coc2c1cc(cc2c3c4c([nH]cn4)nc(n3)N)Br
4Y5H,519,"1-(trans-4-{[7-oxo-8-(propan-2-yl)-7,8-dihydropyrido[2,3-d]pyrimidin-2-yl]amino}cyclohexyl)-3-propan-2-ylurea",CC(C)NC(=O)NC1CCC(CC1)Nc2ncc3c(n2)N(C(=O)C=C3)C(C)C
4Y85,499,"5-[5-(1H-indol-3-yl)-1H-pyrrolo[2,3-b]pyridin-3-yl]-1,3,4-oxadiazol-2-amine",c1ccc2c(c1)c(c[nH]2)c3cc4c(c[nH]c4nc3)c5nnc(o5)N
4Y8D,49J,"2-methoxy-4-[3-(morpholin-4-yl)[1,2]thiazolo[4,3-b]pyridin-6-yl]aniline",COc1cc(ccc1N)c2cc3c(c(sn3)N4CCOCC4)nc2
4YAT,4A8,"N-(1,3-dimethyl-2-oxo-2,3-dihydro-1H-benzimidazol-5-yl)-4-methoxybenzenesulfonamide",CN1c2ccc(cc2N(C1=O)C)NS(=O)(=O)c3ccc(cc3)OC
4YES,45S,N-[2-(aminomethyl)-5-chlorobenzyl]-1-[(5-methyl-1H-pyrrol-2-yl)carbonyl]-L-prolinamide,Cc1ccc([nH]1)C(=O)N2CCCC2C(=O)NCc3cc(ccc3CN)Cl
4YH3,Y80,"4-[(2E)-3-(4-methoxyphenyl)-2-phenylprop-2-enoyl]-3,4-dihydroquinoxalin-2(1H)-one",COc1ccc(cc1)C=C(c2ccccc2)C(=O)N3CC(=O)Nc4c3cccc4
4YH4,Y81,"4-[(5-phenylpyridin-3-yl)carbonyl]-3,4-dihydroquinoxalin-2(1H)-one",c1ccc(cc1)c2cc(cnc2)C(=O)N3CC(=O)Nc4c3cccc4
4YLW,52Y,"methyl (2Z)-cyano[3-(3-fluoro-4'-methoxybiphenyl-4-yl)-4-oxo-1,3-thiazolidin-2-ylidene]acetate",COc1ccc(cc1)c2ccc(c(c2)F)N3C(=O)CSC3=C(C#N)C(=O)OC
4YO6,4GD,"N-(3-methyl-1-phenyl-1H-pyrazol-5-yl)pyrazolo[1,5-a]pyrimidine-3-carboxamide",Cc1cc(n(n1)c2ccccc2)NC(=O)c3cnn4c3nccc4
4YQ3,4G1,"N-(1-{[(3-methylbenzoyl)amino]methyl}cyclopentyl)-2,1-benzoxazole-4-carboxamide",Cc1cccc(c1)C(=O)NCC2(CCCC2)NC(=O)c3cccc4c3con4
4YQD,4GZ,6-{[(1-{2-[(3-methylbenzoyl)amino]ethyl}cyclohexyl)methyl]amino}pyridine-3-carboxamide,Cc1cccc(c1)C(=O)NCCC2(CCCCC2)CNc3ccc(cn3)C(=O)N
4YQH,4F7,2-[2-(4-phenyl-1H-imidazol-2-yl)ethyl]quinoxaline,c1ccc(cc1)c2c[nH]c(n2)CCc3cnc4ccccc4n3
4YTC,4HW,"N~3~-phenyl-1-[6-(phenylamino)pyrimidin-4-yl]-1H-1,2,4-triazole-3,5-diamine",c1ccc(cc1)Nc2cc(ncn2)n3c(nc(n3)Nc4ccccc4)N
4YZU,4K6,"N-[2-(5,6-dimethyl-1H-benzimidazol-2-yl)ethyl]-4-(4H-1,2,4-triazol-4-yl)benzamide",Cc1cc2c(cc1C)nc([nH]2)CCNC(=O)c3ccc(cc3)n4cnnc4
4Z8D,4LB,trans-4-[({[(2-chlorobenzyl)oxy]carbonyl}amino)methyl]cyclohexanecarboxylic acid,c1ccc(c(c1)COC(=O)NCC2CCC(CC2)C(=O)O)Cl
4ZBI,4M6,"1-[3-(naphthalen-1-yloxy)propyl]-5,6-dihydro-4H-pyrrolo[3,2,1-ij]quinoline-2-carboxylic acid",c1ccc2c(c1)cccc2OCCCc3c4cccc5c4n(c3C(=O)O)CCC5
4ZI1,KB0,2-(4-hydroxyphenyl)-7-methyl-3-phenyl-1H-inden-5-ol,Cc1cc(cc2c1CC(=C2c3ccccc3)c4ccc(cc4)O)O
4ZJI,4OQ,2-chloro-5-ethyl-8-fluoro-11-(4-methylpiperazin-1-yl)-dibenzodiazepine,CCN1c2ccc(cc2C(=Nc3c1ccc(c3)F)N4CCN(CC4)C)Cl
4ZL1,18X,"methyl (2Z)-cyano[3-(3-fluorobiphenyl-4-yl)-4-oxo-1,3-thiazolidin-2-ylidene]acetate",COC(=O)C(=C1N(C(=O)CS1)c2ccc(cc2F)c3ccccc3)C#N
4ZMG,4R5,"1-(3,5-difluoro-3'-methoxybiphenyl-4-yl)-3-(1,3-thiazol-5-yl)urea",COc1cccc(c1)c2cc(c(c(c2)F)NC(=O)Nc3cncs3)F
4ZO5,4PX,"3-(1-hydroxy-2-methylpropan-2-yl)-5-phenyl-3,5-dihydro-1H-imidazo[4,5-c][1,8]naphthyridine-2,4-dione",CC(C)(CO)N1C2=C(c3cccnc3N(C2=O)c4ccccc4)NC1=O
4ZOK,62L,4-methyl-2-{[2-methyl-6-(methylsulfonyl)phenyl]amino}benzoic acid,Cc1ccc(c(c1)Nc2c(cccc2S(=O)(=O)C)C)C(=O)O
4ZSJ,4R0,"3-amino-5-[(4-chloro-3-methylphenyl)amino]-N-(propan-2-yl)-1H-1,2,4-triazole-1-carboxamide",Cc1cc(ccc1Cl)Nc2nc(nn2C(=O)NC(C)C)N
4ZSP,4RZ,"N-[(4aS,6S,8aR)-2-amino-4a,5,6,7,8,8a-hexahydro-4H-3,1-benzothiazin-6-yl]-3-chlorobenzamide",c1cc(cc(c1)Cl)C(=O)NC2CCC3C(C2)CSC(=N3)N
4ZSQ,4RX,"N-[(4S,4aS,6S,8aR)-10-aminohexahydro-3H-4,8a-(epithiomethenoazeno)isochromen-6(1H)-yl]-3-chlorobenzamide",c1cc(cc(c1)Cl)C(=O)NC2CCC34COCC(C3C2)SC(=N4)N
4ZSR,4RY,"N-[(4aS,6S,8aR)-2-amino-5,6,7,8-tetrahydro-4a,8a-(methanooxymethano)-3,1-benzothiazin-6(4H)-yl]-3-chlorobenzamide",c1cc(cc(c1)Cl)C(=O)NC2CCC34COCC3(C2)CSC(=N4)N
4ZT4,4RO,"N-(3,5-dichlorobenzyl)-2,2-difluoro-N'-(1H-imidazo[4,5-b]pyridin-2-yl)propane-1,3-diamine",c1cc2c(nc1)nc([nH]2)NCC(CNCc3cc(cc(c3)Cl)Cl)(F)F
4ZW1,4V1,"2-(4-hydroxy-3,5-dimethylphenyl)-7-methyl-5,6,7,8-tetrahydropyrido[4',3':4,5]thieno[2,3-d]pyrimidin-4(3H)-one",Cc1cc(cc(c1O)C)C2=Nc3c(c4c(s3)CN(CC4)C)C(=O)N2
4ZY5,4T5,"N~2~-[(trans-4-aminocyclohexyl)methyl]-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine",c1cnc(nc1Nc2cc(n[nH]2)C3CC3)NCC4CCC(CC4)N
4ZY6,4T6,"N~2~-[(7-chloro-1H-benzimidazol-6-yl)methyl]-N~4~-(5-cyclopropyl-1H-pyrazol-3-yl)pyrimidine-2,4-diamine",c1cc2c(c(c1CNc3nccc(n3)Nc4cc([nH]n4)C5CC5)Cl)[nH]cn2
4ZZN,CQ8,2-[[5-chloranyl-2-(oxan-4-ylamino)pyridin-4-yl]amino]-N-methyl-benzamide,CNC(=O)c1ccccc1Nc2cc(ncc2Cl)NC3CCOCC3
4ZZO,CQ3,N-[2-[[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]amino]phenyl]propanamide,CCC(=O)Nc1ccccc1Nc2c(cnc(n2)NC3CCOCC3)Cl
4ZZY,D7N,"2-[1-(4,4-Difluorocyclohexyl)-piperidin-4-yl]-6-fluoro-3-oxo-2,3-dihydro-1H-isoindole-4-carboxamide",c1c(cc(c2c1CN(C2=O)C3CCN(CC3)C4CCC(CC4)(F)F)C(=O)N)F
5A5R,NP8,"5-(5-methoxypyridin-3-yl)-3-methyl-8-[(piperidin-4-yl)amino]-1,2-dihydro-1,7-naphthyridin-2-one",CC1=Cc2c(cnc(c2NC1=O)NC3CCNCC3)c4cc(cnc4)OC
5A81,78J,"(3R,4R)-3-(cyclohexylmethoxy)piperidin-4-yl]amino}-3-methyl-1,2-dihydro-1,7-naphthyridin-2-one",CC1=Cc2ccnc(c2NC1=O)NC3CCNCC3OCC4CCCCC4
5A8E,XTK,4-[(2S)-3-(tert-butylamino)-2-hydroxypropoxy]-7-methyl-1H-indole-2-carbonitrile,Cc1ccc(c2c1[nH]c(c2)C#N)OCC(CNC(C)(C)C)O
5AAN,XOC,N-phenothiazin-10-yl-2-piperidin-1-yl-ethanamide,c1ccc2c(c1)N(c3ccccc3S2)NC(=O)CN4CCCCC4
5AAP,VNY,PARA-BIPHENYL METHYLENE C-LINKED MANNOSIDE,CC(=CC1C(C(C(C(O1)CO)O)O)O)c2ccc(cc2)c3ccccc3
5AAU,XBR,"3-(1-(4-Chlorophenyl)-3,4-dihydro-1H-pyrido(3,4-b)indol-2(9H)-yl)propanoic acid",c1ccc2c(c1)c3c([nH]2)C(N(CC3)CCC(=O)O)c4ccc(cc4)Cl
5ACL,SAS,2-HYDROXY-(5-([4-(2-PYRIDINYLAMINO)SULFONYL]PHENYL)AZO)BENZOIC ACID,c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)N=Nc3ccc(c(c3)C(=O)O)O
5ADZ,KQS,"(3S)-3-(2-fluorophenyl)-N-((2-oxo-2,3-dihydro-1H-benzo[d]imidazol-5-yl)methyl)butanamide)",CC(CC(=O)NCc1ccc2c(c1)NC(=O)N2)c3ccccc3F
5AE1,B2Z,"(3-(2-FLUOROPHENYL)-N-(1-(2-OXO-2,3-DIHYDRO-1H-BENZO[D]IMIDAZOL-5-YL)ETHYL)BUTANAMIDE)",CC(CC(=O)NC(C)c1ccc2c(c1)NC(=O)N2)c3ccccc3F
5AE2,FYC,"3-(2-fluorophenyl)-2-methyl-N-((2-oxo-2,3-dihydro-1H-benzo[d]imidazol-5-yl)methyl)acrylamide",CC(=Cc1ccccc1F)C(=O)NCc2ccc3c(c2)NC(=O)N3
5AEP,QUP,"1-(5-chloro-2-methylphenyl)-4-(pyrrolo[2,1-f][1,2,4]triazin-4-yl)-1H-pyrrole-2-carboxamide",Cc1ccc(cc1n2cc(cc2C(=O)N)c3c4cccn4ncn3)Cl
5AG5,DLR,"(2R)-3-benzyl-2-(1H-indazol-5-yl)-1,3-thiazolidin-4-one",c1ccc(cc1)CN2C(SCC2=O)c3ccc4c(c3)cn[nH]4
5AG6,5PE,"(2R)-2-(4-hydroxy-3-methoxyphenyl)-3-(pyridin-2-ylmethyl)-1,3-thiazolidin-4-one",COc1cc(ccc1O)C2N(C(=O)CS2)Cc3ccccn3
5AGE,M9M,"4-[(5-methyl-1,2-oxazol-3-yl)methyl]-7-[4-(1-methylpiperidin-4-yl)butyl]-2H-1,4-benzoxazin-3(4H)-one",Cc1cc(no1)CN2c3ccc(cc3OCC2=O)CCCCC4CCN(CC4)C
5AL3,TGW,"(2R)-2-(2,4-dichlorophenyl)-1-methyl-2,3-dihydropyrido[2,3-d]pyrimidin-4-one",CN1c2c(cccn2)C(=O)NC1c3ccc(cc3Cl)Cl
5ALO,A0J,3-BENZYL-3-METHYL-5-(1-METHYLPYRAZOL-4-YL)INDOLIN-2-ONE,CC1(c2cc(ccc2NC1=O)c3cnn(c3)C)Cc4ccccc4
5ALP,QYD,N-(4-NITROPHENYL)-2-PHENYL-THIOMORPHOLINE-4-CARBOXAMIDE,c1ccc(cc1)C2CN(CCS2)C(=O)Nc3ccc(cc3)[N+](=O)[O-]
5ALZ,XQ9,1-(1-adamantyl)-3-(1-methylsulfonylpiperidin-4-yl)urea,CS(=O)(=O)N1CCC(CC1)NC(=O)NC23CC4CC(C2)CC(C4)C3
5AM1,I5T,"4-oxidanylidene-N-[(1S,2R)-2-phenylcyclopropyl]spiro[3H-chromene-2,4'-piperidine]-1'-carboxamide",c1ccc(cc1)C2CC2NC(=O)N3CCC4(CC3)CC(=O)c5ccccc5O4
5AM6,38O,4-amino-5-fluoro-3-[5-(4-methylpiperazin-1-yl)-1H-benzimidazol-2-yl]quinolin-2(1H)-one,CN1CCN(CC1)c2ccc3c(c2)nc([nH]3)C4=C(c5c(cccc5F)NC4=O)N
5ANT,RJE,2-(2-methoxyethoxy)-6-(methylamino)-9-(phenylmethyl)-7H-purin-8-one,CNc1c2c(nc(n1)OCCOC)N(C(=O)N2)Cc3ccccc3
5ANW,9CQ,"2-[4-(2-AMINOQUINAZOLIN-4-YL)PHENYL]-N,N-DIMETHYL-ACETAMIDE",CN(C)C(=O)Cc1ccc(cc1)c2c3ccccc3nc(n2)N
5AQV,KC7,"(1R,2S,3R,5R)-3-((5-(benzyloxy)quinazolin-4-yl)amino)-5-(hydroxymethyl)cyclopentane-1,2-diol",c1ccc(cc1)COc2cccc3c2c(ncn3)NC4CC(C(C4O)O)CO
5AYT,L6Y,"2-oxidanyl-6-(phenylcarbonyl)benzo[de]isoquinoline-1,3-dione",c1ccc(cc1)C(=O)c2ccc3c4c2cccc4C(=O)N(C3=O)O
5B0X,HCK,"4-[2-[(4-methoxyphenyl)carbonylamino]-1,3-thiazol-5-yl]benzoic acid",COc1ccc(cc1)C(=O)Nc2ncc(s2)c3ccc(cc3)C(=O)O
5B5F,6F3,"N-methyl-3-(4-oxo-4,5-dihydrofuro[3,2-c]pyridin-2-yl)benzenesulfonamide",CNS(=O)(=O)c1cccc(c1)c2cc3c(o2)C=CNC3=O
5B7V,LWJ,[5-amino-1-(2-methyl-1H-benzimidazol-6-yl)-1H-pyrazol-4-yl](1H-indol-2-yl)methanone,Cc1[nH]c2cc(ccc2n1)n3c(c(cn3)C(=O)c4cc5ccccc5[nH]4)N
5BNM,4VK,N-{[3'-(hydroxymethyl)biphenyl-4-yl]methyl}benzenesulfonamide,c1ccc(cc1)S(=O)(=O)NCc2ccc(cc2)c3cccc(c3)CO
5BNR,4VL,1-{5-[2-fluoro-5-(hydroxymethyl)phenyl]pyridin-2-yl}piperidine-4-carboxylic acid,c1cc(c(cc1CO)c2ccc(nc2)N3CCC(CC3)C(=O)O)F
5BOD,TTJ,"(2R)-N-[3-(3,5-dimethylphenyl)-1H-pyrazol-5-yl]-1,4-dioxane-2-carboxamide",Cc1cc(cc(c1)c2cc([nH]n2)NC(=O)C3COCCO3)C
5BQS,4VN,1-{5-[2-chloro-5-(hydroxymethyl)phenyl]pyridin-2-yl}piperidine-4-carboxylic acid,c1cc(c(cc1CO)c2ccc(nc2)N3CCC(CC3)C(=O)O)Cl
5BUE,4V8,"1-benzyl-4-[3-(pyridin-4-yl)-2,4,6,7-tetrahydro-5H-pyrazolo[4,3-c]pyridin-5-yl]pyridin-2(1H)-one",c1ccc(cc1)CN2C=CC(=CC2=O)N3CCc4c(c([nH]n4)c5ccncc5)C3
5C26,50H,"3-{8-[(3,4-dimethoxyphenyl)amino]imidazo[1,2-a]pyrazin-6-yl}benzamide",COc1ccc(cc1OC)Nc2c3nccn3cc(n2)c4cccc(c4)C(=O)N
5C7C,4YC,"(2R)-4-[2-(6-chloro-3,3-dimethyl-2,3-dihydro-1H-indol-1-yl)-2-oxoethyl]-2-methylpiperazin-1-ium",CC1CN(CC[NH2+]1)CC(=O)N2CC(c3c2cc(cc3)Cl)(C)C
5C84,4YL,"(2R,5R)-4-[2-(6-chloro-3,3-dimethyl-2,3-dihydro-1H-pyrrolo[3,2-c]pyridin-1-yl)-2-oxoethyl]-5-(methoxymethyl)-2-methylpiperazin-1-ium",CC1CN(C(C[NH2+]1)COC)CC(=O)N2CC(c3c2cc(nc3)Cl)(C)C
5C8Z,ZGR,"2,4-dihydroxy-6-[(1E,10S)-10-hydroxy-6-oxoundec-1-en-1-yl]benzoic acid",CC(CCCC(=O)CCCC=Cc1cc(cc(c1C(=O)O)O)O)O
5C91,4YU,"methyl (2E)-4-{[(5-methoxy-1,2-dimethyl-1H-indol-3-yl)carbonyl]amino}but-2-enoate",Cc1c(c2cc(ccc2n1C)OC)C(=O)NCC=CC(=O)OC
5C9Z,4Z2,"2-(cyclobutylamino)-N-[(2S)-3-(3,4-dihydroisoquinolin-2(1H)-yl)-2-hydroxypropyl]pyridine-4-carboxamide",c1ccc2c(c1)CCN(C2)CC(CNC(=O)c3ccnc(c3)NC4CCC4)O
5CA1,NZO,nocodazole,COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3cccs3
5CAQ,4ZJ,"N-[2-[(3R,4S)-3-fluoranyl-4-methoxy-piperidin-1-yl]pyrimidin-4-yl]-2-methyl-1-propan-2-yl-imidazo[4,5-c]pyridin-6-amine",Cc1nc2cnc(cc2n1C(C)C)Nc3ccnc(n3)N4CCC(C(C4)F)OC
5CB4,TIV,"(3R,4R)-3-(5,6-dihydro-4H-pyrrolo[3,2,1-ij]quinolin-1-yl)-4-(1H-indol-3-yl)pyrrolidine-2,5-dione",c1ccc2c(c1)c(c[nH]2)C3C(C(=O)NC3=O)c4cn5c6c4cccc6CCC5
5CBV,4ZP,ethyl N-{[3-(pyridin-3-yl)benzyl]carbamoyl}glycinate,CCOC(=O)CNC(=O)NCc1cccc(c1)c2cccnc2
5CCR,4ZT,ethyl N-[(4-aminobenzyl)carbamoyl]-L-methioninate,CCOC(=O)C(CCSC)NC(=O)NCc1ccc(cc1)N
5CCS,C4Y,1-(4-aminobenzyl)-3-{2-oxo-2-[(2R)-2-phenylpyrrolidin-1-yl]ethyl}urea,c1ccc(cc1)C2CCCN2C(=O)CNC(=O)NCc3ccc(cc3)N
5CE1,50K,2-[6-(1-hydroxycyclohexyl)pyridin-2-yl]-1H-indole-5-carboximidamide,c1cc(nc(c1)C2(CCCCC2)O)c3cc4cc(ccc4[nH]3)C(=N)N
5CEP,50E,N-(5-piperidin-4-yl-1-propan-2-yl-pyrazol-3-yl)-4-(trifluoromethyl)pyridin-2-amine,CC(C)n1c(cc(n1)Nc2cc(ccn2)C(F)(F)F)C3CCNCC3
5CEQ,50F,2-[[1-cyclopentyl-5-[1-(oxetan-3-yl)piperidin-4-yl]pyrazol-3-yl]amino]pyridine-4-carbonitrile,c1cnc(cc1C#N)Nc2cc(n(n2)C3CCCC3)C4CCN(CC4)C5COC5
5CP5,EB0,"1-ethyl-N-(4-fluorophenyl)-2-oxo-1,2-dihydrobenzo[cd]indole-6-sulfonamide",CCN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)Nc4ccc(cc4)F
5CPE,EB2,"N-cycloheptyl-1-ethyl-2-oxo-1,2-dihydrobenzo[cd]indole-6-sulfonamide",CCN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)NC4CCCCCC4
5CQT,EB3,"N-cyclohexyl-1-ethyl-2-oxo-1,2-dihydrobenzo[cd]indole-6-sulfonamide",CCN1c2ccc(c3c2c(ccc3)C1=O)S(=O)(=O)NC4CCCCC4
5CRM,EB5,"N,1-diethyl-2-oxo-1,2-dihydrobenzo[cd]indole-6-sulfonamide",CCNS(=O)(=O)c1ccc2c3c1cccc3C(=O)N2CC
5CTP,54R,N-(3-{[(2-chlorobiphenyl-4-yl)methyl]amino}propyl)acetamide,CC(=O)NCCCNCc1ccc(c(c1)Cl)c2ccccc2
5CTX,55G,"4-phenyl-3-[2-(pyridin-3-yl)-1,3-thiazol-5-yl]-2,7-dihydro-6H-pyrazolo[3,4-b]pyridin-6-one",c1ccc(cc1)C2=CC(=O)Nc3c2c([nH]n3)c4cnc(s4)c5cccnc5
5CUQ,NSC,"N,N'-BIS(4-AMINO-2-METHYLQUINOLIN-6-YL)UREA",Cc1cc(c2cc(ccc2n1)NC(=O)Nc3ccc4c(c3)c(cc(n4)C)N)N
5CXH,55M,"(4R)-4-[(1R)-1-{[6-(3,4-dimethoxyphenyl)[1,3]thiazolo[5,4-c]pyridin-4-yl]oxy}ethyl]pyrrolidin-2-one",CC(C1CC(=O)NC1)Oc2c3c(cc(n2)c4ccc(c(c4)OC)OC)ncs3
5CXZ,55U,"N-{7-[4-(dimethylamino)phenyl]-1,6-naphthyridin-5-yl}propane-1,3-diamine",CN(C)c1ccc(cc1)c2cc3c(cccn3)c(n2)NCCCN
5CY3,55Y,"(5R)-5-[(1R)-1-{[6-(1-methyl-1H-pyrazol-4-yl)-2,1-benzothiazol-4-yl]oxy}ethyl]-1,3-oxazolidin-2-one",CC(C1CNC(=O)O1)Oc2cc(cc3c2csn3)c4cnn(c4)C
5D3N,L40,4-acetyl-3-ethyl-5-methyl-N-[2-methyl-5-(methylsulfamoyl)phenyl]-1H-pyrrole-2-carboxamide,CCc1c(c([nH]c1C(=O)Nc2cc(ccc2C)S(=O)(=O)NC)C)C(=O)C
5DQF,LCR,(2-{4-[(R)-(4-chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid,c1ccc(cc1)C(c2ccc(cc2)Cl)N3CCN(CC3)CCOCC(=O)O
5E73,UO1,N-(1-acetyl-1H-indol-3-yl)-N-(5-hydroxy-2-methylphenyl)acetamide,Cc1ccc(cc1N(c2cn(c3c2cccc3)C(=O)C)C(=O)C)O
5EC4,5LQ,"5-(3-chlorophenyl)-4-methyl-~{N}-(3-morpholin-4-ylpropyl)-1,1-bis(oxidanylidene)-1,2-thiazol-3-amine",CC1=C(S(=O)(=O)N=C1NCCCN2CCOCC2)c3cccc(c3)Cl
5ECX,5N1,"6-ethyl-5-[(3~{S})-3-(6-pyridin-4-yl-1,3-benzodioxol-4-yl)but-1-ynyl]pyrimidine-2,4-diamine",CCc1c(c(nc(n1)N)N)C#CC(C)c2cc(cc3c2OCO3)c4ccncc4
5EDI,5M9,"6-chloranyl-5,8-dimethyl-2-[2-(2-methyl-5-pyrrolidin-1-yl-1,2,4-triazol-3-yl)ethyl]-[1,2,4]triazolo[1,5-a]pyridine",Cc1cc(c(n2c1nc(n2)CCc3nc(nn3C)N4CCCC4)C)Cl
5EHP,5OA,"5-[2,3-bis(chloranyl)phenyl]-2-[(3~{R},5~{S})-3,5-dimethylpiperazin-1-yl]pyrimidin-4-amine",CC1CN(CC(N1)C)c2ncc(c(n2)N)c3cccc(c3Cl)Cl
5EI1,5OR,"2-(4-hydroxyphenyl)-3-iodanyl-imidazo[1,2-a]pyridin-6-ol",c1cc(ccc1c2c(n3cc(ccc3n2)O)I)O
5EI6,5OQ,"~{N}-(2,4-dimethoxyphenyl)-5-(1-methylpyrazol-4-yl)isoquinolin-3-amine",Cn1cc(cn1)c2cccc3c2cc(nc3)Nc4ccc(cc4OC)OC
5EK9,5P4,"propan-2-yl ~{N}-[(2~{S},4~{R})-1-ethanoyl-6-(furan-2-yl)-2-methyl-3,4-dihydro-2~{H}-quinolin-4-yl]carbamate",CC1CC(c2cc(ccc2N1C(=O)C)c3ccco3)NC(=O)OC(C)C
5EKO,N17,3-(4-methyl-1H-imidazol-1-yl)-N-[4-(pyridin-4-yloxy)phenyl]benzamide,Cc1cn(cn1)c2cccc(c2)C(=O)Nc3ccc(cc3)Oc4ccncc4
5EN3,7LU,"2-[3,4-bis(oxidanyl)phenyl]-7-chloranyl-5-oxidanyl-chromen-4-one",c1cc(c(cc1C2=CC(=O)c3c(cc(cc3O2)Cl)O)O)O
5EOL,5QO, macrocyclic quinoxaline-pyrrolodihydropiperidinone,Cc1c2nc3c(cccc3n1)-c4cc5c([nH]4)C(CC=CC(N2)C)CNC5=O
5EU1,5SW,"4-[4-[(dimethylamino)methyl]-3,5-dimethoxy-phenyl]-2-methyl-2,7-naphthyridin-1-one",CN1C=C(c2ccncc2C1=O)c3cc(c(c(c3)OC)CN(C)C)OC
5EWY,5TQ,"4-(8-fluoranyl-6-oxidanylidene-1,3,4,5-tetrahydrobenzo[c][1,6]naphthyridin-2-yl)butanoic acid",c1cc2c(cc1F)C(=O)NC3=C2CN(CC3)CCCC(=O)O
5EYC,5SZ,"6-[(1~{R})-1-[8-fluoranyl-6-(3-methyl-1,2-oxazol-5-yl)-[1,2,4]triazolo[4,3-a]pyridin-3-yl]ethyl]-1,6-naphthyridin-5-one",Cc1cc(on1)c2cc(c3nnc(n3c2)C(C)N4C=Cc5c(cccn5)C4=O)F
5EYR,5T0,3-[1-[4-(methylaminomethyl)phenyl]piperidin-4-yl]-1-pyrrolidin-1-yl-propan-1-one,CNCc1ccc(cc1)N2CCC(CC2)CCC(=O)N3CCCC3
5EZS,E6D,ethyl (3S)-3-hydroxy-4-({(2S)-4-methyl-1-[(3-methylbutyl)amino]-1-oxopentan-2-yl}amino)-4-oxobutanoate,CCOC(=O)CC(C(=O)NC(CC(C)C)C(=O)NCCC(C)C)O
5F00,5T8,"(5~{R})-5-[3-[(3-chloranylquinolin-8-yl)amino]phenyl]-5-methyl-2,6-dihydro-1,4-oxazin-3-amine",CC1(COCC(=N1)N)c2cccc(c2)Nc3cccc4c3ncc(c4)Cl
5F04,5TB,"3-cyclopentyl-1-[3-[4-(methylaminomethyl)phenyl]-1,3-diazinan-1-yl]propan-1-one",CNCc1ccc(cc1)N2CCCN(C2)C(=O)CCC3CCCC3
5F08,5TG,~{tert}-butyl ~{N}-methyl-~{N}-[[4-[4-(3-oxidanylidene-3-pyrrolidin-1-yl-propyl)piperidin-1-yl]phenyl]methyl]carbamate,CC(C)(C)OC(=O)N(C)Cc1ccc(cc1)N2CCC(CC2)CCC(=O)N3CCCC3
5F0F,5TD,4-[4-(3-oxidanylidene-3-pyrrolidin-1-yl-propyl)piperidin-1-yl]benzenecarbonitrile,c1cc(ccc1C#N)N2CCC(CC2)CCC(=O)N3CCCC3
5F1H,5U6,"4-[4-[(dimethylamino)methyl]-2,5-dimethoxy-phenyl]-2-methyl-2,7-naphthyridin-1-one",CN1C=C(c2ccncc2C1=O)c3cc(c(cc3OC)CN(C)C)OC
5F1L,5U2,"5-[3,5-dimethoxy-4-[(3-oxidanylazetidin-1-yl)methyl]phenyl]-1,3-dimethyl-pyridin-2-one",CC1=CC(=CN(C1=O)C)c2cc(c(c(c2)OC)CN3CC(C3)O)OC
5F9E,5VS,"2,2-dimethyl-7-(2-oxidanylidene-3~{H}-imidazo[4,5-b]pyridin-1-yl)-1-(phenylmethyl)-3~{H}-quinazolin-4-one",CC1(NC(=O)c2ccc(cc2N1Cc3ccccc3)N4c5cccnc5NC4=O)C
5FBI,5WD,3-[(2-aminocarbonyl-1~{H}-indol-5-yl)oxymethyl]benzoic acid,c1cc(cc(c1)C(=O)O)COc2ccc3c(c2)cc([nH]3)C(=O)N
5FBX,5W4,"(3~{S})-5-(3,5-dimethyl-1,2-oxazol-4-yl)-2-methyl-3-phenyl-3~{H}-isoindol-1-one",Cc1c(c(on1)C)c2ccc3c(c2)C(N(C3=O)C)c4ccccc4
5FDZ,5X0,~{N}-methyl-2-(oxan-4-yloxy)-5-(2-oxidanylidene-2-phenylazanyl-ethoxy)benzamide,CNC(=O)c1cc(ccc1OC2CCOCC2)OCC(=O)Nc3ccccc3
5FFY,5XD,"4-ethyl-~{N}-(6-methoxy-1,3-dimethyl-2-oxidanylidene-benzimidazol-5-yl)benzenesulfonamide",CCc1ccc(cc1)S(=O)(=O)Nc2cc3c(cc2OC)N(C(=O)N3C)C
5FG5,5XF,"~{N}-(1,3-dimethyl-2-oxidanylidene-6-pyrrolidin-1-yl-benzimidazol-5-yl)-2-methoxy-benzamide",CN1c2cc(c(cc2N(C1=O)C)N3CCCC3)NC(=O)c4ccccc4OC
5FI4,5XV,"~{N}-[6-[5-azanyl-6-[(2~{S})-1,1,1-tris(fluoranyl)propan-2-yl]oxy-pyrazin-2-yl]imidazo[1,2-a]pyridin-2-yl]ethanamide",CC(C(F)(F)F)Oc1c(ncc(n1)c2ccc3nc(cn3c2)NC(=O)C)N
